No;Region;Area;Node;Sector Name;ME;User Label;Total Terminal;SW Version;MAC Adress;Resource Type;Contact;Location;Latitude;Longitude;Connectivity;State;Distance (m);Bandwidth;Service Remote;
336;GJO;Banten and West Area;;;172.31.151.186;2021274534-SFP;;7.1.0_2302_R.3.3.4.build_02;00:05:59:5F:2C:72;TS - WiBAS OSDR TS;atm mandiri;;;;Connected;Active;3760;512 Kbps;<= 5 Mbps;
337;GJO;Banten and West Area;;;172.31.151.187;2009003664;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:91:B2;TS - WiBAS Connect;;BANK PANIN;;;Connected;Active;8997;1 Mbps;<= 5 Mbps;
338;GJO;Banten and West Area;;;172.31.151.188;2023368208-DKI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:8F:50;TS - WiBAS Connect;;KCP ALAM SUTERA;;;Connected;Active;5536;5 Mbps;<= 5 Mbps;
339;GJO;Banten and West Area;;;172.31.151.192;2022342206;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3F:14;TS - WiBAS Connect;BNI;;;;Connected;Active;5190;10 Mbps;5 Mb < SR < 10 Mb;
340;GJO;Banten and West Area;;;172.31.151.193;2022329238;;7.1.0_2302_R.3.3.4.build_02;00:05:59:69:AC:B5;TS - WiBAS OSDR TS;BANK PAN INDONESIA;FAME HOTEL;;;Connected;Active;3091;1 Mbps;<= 5 Mbps;
341;GJO;Banten and West Area;;;172.31.151.194;2024426222;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7D:4E;TS - WiBAS Connect;DANAMON;ALAM SUTERA;;;Connected;Active;5513;10 Mbps;5 Mb < SR < 10 Mb;
342;GJO;Banten and West Area;;;172.31.151.195;2021264032;;7.1.0_2332_R.3.3.2.build_02;00:05:59:6A:A2:FE;TS - WiBAS OSDR TS;;;;;Connected;Active;2260;512 Kbps;<= 5 Mbps;
343;GJO;Banten and West Area;;TGRMTHBI3V225;172.31.151.132;;Non - TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:8F:94:8D;BS - WiBAS OSDR Hub;;;-6.229061217;106.6097212;Connected;Active;;;;
344;GJO;Banten and West Area;TGRMUB;TGRMUBBI01H045;172.31.128.2;;2 TS;7.1.0_2302_R.3.3.4.build_02;00:05:59:E0:7F:74;BS - WiBAS OSDR Hub;;POP MUTIARA BANGSA;-6.14180778;106.68481951;Connected;Active;;;;
345;GJO;Banten and West Area;;;172.31.128.7;2012001010-PANIN-CITRA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B7:4D:67;TS - WiBAS Connect;;JAKARTA BARAT-CITRA BUSINESS;;;Connected;Active;1545;512 Kbps;<= 5 Mbps;
346;GJO;Banten and West Area;;;172.31.128.8;20202311670 (DRIVE TEST);;;00:05:59:EF:8C:C0;TS - WiBAS Connect;;;;;Initialization;Inactive;;;;
347;GJO;Banten and West Area;;TGRMUBBI04V315;172.31.128.5;;2 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:E0:6F:34;BS - WiBAS OSDR Hub;;MUTIARA BANGSA;-6.14180778;106.68481951;Connected;Active;;;;
348;GJO;Banten and West Area;;;172.31.128.21;2012003986-JASA-ANGKASA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7A:92:46;TS - WiBAS Connect;;;;;Connected;Active;2952;5 Mbps;<= 5 Mbps;
349;GJO;Banten and West Area;;;172.31.128.22;2016010994;;7.1.0_2332_R.3.3.2.build_02;00:05:59:DC:29:70;TS - WiBAS Connect;AIRNAV-JATSC;BANDARA;;;Connected;Active;3437;5 Mbps;<= 5 Mbps;
350;GJO;Banten and West Area;TGRSTS;TGRSTSBI1H045;172.31.152.130;;6 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:8F:90:05;BS - WiBAS OSDR Hub;Altitude : 125 Mdpt Tilt : 4';;-6.221908;106.632164;Connected;Active;;;;
351;GJO;Banten and West Area;;;172.31.152.138;2010005955;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:46:08;TS - WiBAS Connect;;;;;Connected;Active;5629;1 Mbps;<= 5 Mbps;
352;GJO;Banten and West Area;;;172.31.152.145;2017007447-BANK-BPDB;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:43:9C;TS - WiBAS Connect;;;;;Connected;Active;2745;512 Kbps;<= 5 Mbps;
353;GJO;Banten and West Area;;;172.31.152.146;2008002681-BANK-PANIN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:90:F4;TS - WiBAS Connect;;;;;Connected;Active;2676;1 Mbps;<= 5 Mbps;
354;GJO;Banten and West Area;;;172.31.152.147;2010008645-Bank-Panin;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:87:62;TS - WiBAS Connect;;KCP-ROYAL-POINT;;;Connected;Active;5029;512 Kbps;<= 5 Mbps;
355;GJO;Banten and West Area;;;172.31.152.148;2022324348;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:84:60;TS - WiBAS Connect;;;;;Connected;Active;6321;10 Mbps;5 Mb < SR < 10 Mb;
356;GJO;Banten and West Area;;;172.31.152.157;2011000748;;7.1.0_2332_R.3.3.2.build_02;00:05:59:EF:8E:E6;TS - WiBAS Connect;TAP;Tangerang;;;Connected;Active;3275;1 Mbps;<= 5 Mbps;
357;GJO;Banten and West Area;;TGRSTSBI2H135;172.31.152.131;;3 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:DF:65:1C;BS - WiBAS OSDR Hub;Altitude;;-6.221908;106.632164;Connected;Active;;;;
358;GJO;Banten and West Area;;;172.31.152.150;2022330306-BPD-JATIM;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:47:7A;TS - WiBAS Connect;;;;;Connected;Active;6759;1 Mbps;<= 5 Mbps;
359;GJO;Banten and West Area;;;172.31.152.152;2023390198-BSI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:48:10;TS - WiBAS Connect;;;;;Connected;Active;6067;10 Mbps;5 Mb < SR < 10 Mb;
360;GJO;Banten and West Area;;;172.31.152.154;2020233022-BANK-PERMATA;;;00:05:59:C2:4B:3B;TS - WiBAS Connect;;;;;Ranging;Inactive;;512 Kbps;<= 5 Mbps;
361;GJO;Banten and West Area;;TGRSTSBI3V225;172.31.152.134;;Non - TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:E0:CB:B4;BS - WiBAS OSDR Hub;;;-6.221908;106.632164;Connected;Active;;;;
362;GJO;Banten and West Area;;TGRSTSBI4V315;172.31.152.133;;5 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:9D:B0:95;BS - WiBAS OSDR Hub;Alt:125 Tilt:4 Histori: 2V;S 06 13' 18.87 E 106 37' 55.79;-6.221908;106.632164;Connected;Active;;;;
363;GJO;Banten and West Area;;;172.31.152.136;2019009874-MANDIRI-BOROBUDUR;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:81:5E;TS - WiBAS Connect;;;;;Connected;Active;3437;512 Kbps;<= 5 Mbps;
364;GJO;Banten and West Area;;;172.31.152.137;2020233021-BANK-PERMATA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:DC:27:AE;TS - WiBAS Connect;;RUKO-TANG-CITY;;;Connected;Active;3183;3 Mbps;<= 5 Mbps;
365;GJO;Banten and West Area;;;172.31.152.139;2012007170-BJB;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C2:46:EF;TS - WiBAS Connect;;;;;Connected;Active;2260;512 Kbps;<= 5 Mbps;
366;GJO;Banten and West Area;;;172.31.152.140;2019011865;;7.1.0_2302_R.3.3.4.build_02;00:05:59:69:B8:1D;TS - WiBAS OSDR TS;DANAMON;;;;Connected;Active;2999;512 Kbps;<= 5 Mbps;
367;GJO;Banten and West Area;;;172.31.152.144;2024424482-BNI-INDOSAT;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:84:56;TS - WiBAS Connect;LINTASARTA;KCP-BOROBUDUR;;;Connected;Active;3529;10 Mbps;5 Mb < SR < 10 Mb;
368;GJO;Business District Area;;JKTBRIBI2H135--SHUTDOWN;172.31.134.3;;Non - TS;;;BS - WiBAS OSDR Hub;Altitude : 139 Mdpt; Tilt : -2°;6°13'2.59S 106°48'49.70E;;Unreachable;Inactive;;;;
369;GJO;Business District Area;JKTBRI;JKTBRIBI3V225;172.31.134.4;;1 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:69:80:05;BS - WiBAS OSDR Hub;Altitude : 139 Mdpt; Tilt : -2°;-6.216943;106.813893;Connected;Active;;;;
370;GJO;Business District Area;;;172.31.134.40;2011002700--BUMIPUTERA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:6A:03:C6;TS - WiBAS OSDR TS;;;;;Connected;Active;2353;512 Kbps;<= 5 Mbps;
371;GJO;Business District Area;;JKTBRIBI4V315;172.31.134.5;;1 TS;;00:05:59:69:99:55;BS - WiBAS OSDR Hub;Altitude : 139 Mdpt; Tilt : -4°;-6.217218;106.813752;Unreachable;Inactive;;;;
372;GJO;Business District Area;;;172.31.134.50;2020223100-BNAK-MEGA;;;00:05:59:78:84:38;TS - WiBAS Connect;;;-6.217218;106.813752;Unreachable;Inactive;;1 Mbps;<= 5 Mbps;
373;GJO;Business District Area;JKTIMP;JKTIMPBI1V045;172.31.128.130;;Non - TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:6A:2B:C6;BS - WiBAS OSDR Hub;Altitude 153.50 M Tilt : -4°;6°12'37.00S 106°49'52.36E;-6.210278;106.831211;Connected;Active;;;;
374;GJO;Business District Area;;JKTIMPBI2V135;172.31.128.131;;1 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:6A:2E:96;BS - WiBAS OSDR Hub;Altitude 153.50 M Tilt : -4°;6°12'37.00S 106°49'52. 36E;-6.210278;106.831211;Connected;Active;;;;
375;GJO;Business District Area;;;172.31.128.134;2017001507;;7.1.0_2332_R.3.3.2.build_02;00:05:59:69:99:05;TS - WiBAS OSDR TS;RAMADHANI;GENERALI TOWER;;;Connected;Active;968;5 Mbps;<= 5 Mbps;
376;GJO;Business District Area;;JKTIMPBI3H225;172.31.128.132;;2 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:69:AD:55;BS - WiBAS OSDR Hub;Altitude :153.50 M Tilt : -4°;6°12'37.00S 106°49'52.36E;-6.210278;106.831211;Connected;Active;;;;
377;GJO;Business District Area;;;172.31.128.138;2023393856-CIMB;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:90:2C;TS - WiBAS Connect;;;;;Connected;Active;761;10 Mbps;5 Mb < SR < 10 Mb;
378;GJO;Business District Area;;;172.31.128.139;2020210577;;7.1.0_2332_R.3.3.2.build_02;00:05:59:6A:37:A6;TS - WiBAS OSDR TS;OCBC;SETIABUDI-2;;;Connected;Active;369;4 Mbps;<= 5 Mbps;
379;GJO;Business District Area;;JKTIMPBI4H315;172.31.128.133;;2 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:69:B9:0D;BS - WiBAS OSDR Hub;Altitude :153.50 M Tilt : -4°;6°12'37.00S 106°49'52.36E;-6.210278;106.831211;Connected;Active;;;;
380;GJO;Business District Area;;;172.31.128.141;2021288409;;;00:05:59:6A:27:16;TS - WiBAS OSDR TS;BANK ACEH;MENTENG;;;Initialization;Inactive;;512 Kbps;<= 5 Mbps;
381;GJO;Business District Area;;;172.31.128.225;2013004698-BANK NEGARA INDONESIA;;;00:05:59:6A:A2:36;TS - WiBAS OSDR TS;Sutrisno 081387135965;;-6.1966487;106.829101;Ranging;Inactive;;512 Kbps;<= 5 Mbps;
382;GJO;Central District Area;JKTBII - Cabut - Perangkat - ISR;JKTBIIBI02H135;172.31.158.3;;Non - TS;;;BS - WiBAS OSDR Hub;LINTAS ARTA;;;;Unreachable;Dismantle;;;;
383;GJO;Central District Area;;JKTBIIBI04V315;172.31.158.5;;2 TS;;;BS - WiBAS OSDR Hub;LINTAS ARTA;;;;Unreachable;Dismantle;;;;
384;GJO;Central District Area;;;172.31.158.25;2021257071;;;;TS - WiBAS Connect;;alfamart krekot;;;Unreachable;Inactive;;;;
385;GJO;Central District Area;;;172.31.158.28;2020226083-SA128960;;;;TS - WiBAS Connect;;MAYBANK_KCP_TANAH_ABANG;;;Unreachable;Inactive;;;;
386;GJO;Central District Area;JKTGCM;JKTGCMBI3H225;172.31.163.3;;Non - TS;;00:05:59:8F:93:C5;BS - WiBAS OSDR Hub;;;;;Unreachable;Inactive;;;;
387;GJO;Central District Area;JKTGJM - Cabut - Perangkat - ISR;JKTGJMBI1V045;172.31.130.2;;7 TS;;00:05:59:E0:7D:1C;BS - WiBAS OSDR Hub;Histori : 2V; 5V;;;Unreachable;Dismantle;;;;
388;GJO;Central District Area;;;172.31.130.11;BANKJTRUST;;;;TS - WiBAS Connect;;;;;Unreachable;Inactive;;;;
389;GJO;Central District Area;;;172.31.130.39;2020213885;;;00:05:59:78:7A:10;TS - WiBAS Connect;BANK MAYAPADA;JL. MANGGA BESAR NO. 85B;;;Unreachable;Inactive;;;;
390;GJO;Central District Area;;;172.31.130.43;2012003491;;;00:05:59:78:93:CE;TS - WiBAS Connect;BANKBNIHAYAMWURUK;;;;Unreachable;Inactive;;;;
391;GJO;Central District Area;;;172.31.130.45;2021296454;;;00:05:59:78:7C:0E;TS - WiBAS Connect;;;;;Unreachable;Inactive;;;;
392;GJO;Central District Area;;;172.31.130.53;2017003754;;;00:05:59:6C:7F:22;TS - WiBAS OSDR TS;;;;;Unreachable;Inactive;;;;
393;GJO;Central District Area;;;172.31.130.54;;;;00:05:59:78:7D:D0;TS - WiBAS Connect;;;;;Unreachable;Inactive;;;;
394;GJO;Central District Area;;;172.31.130.60;2023366642;;;00:05:59:7A:60:50;TS - WiBAS Connect;;KCP GUNUNG SAHARI;;;Unreachable;Inactive;;;;
395;GJO;Central District Area;;JKTGJMBI2H135;172.31.130.3;;5 TS;;00:05:59:E0:73:E4;BS - WiBAS OSDR Hub;Histori : 2H; 5H;;;Unreachable;Dismantle;;;;
396;GJO;Central District Area;;;172.31.130.46;2013004678;;;00:05:59:69:AA:D5;TS - WiBAS OSDR TS;;;;;Unreachable;Inactive;;;;
397;GJO;Central District Area;;;172.31.130.48;2006000729;;;00:05:59:6C:8B:2A;TS - WiBAS OSDR TS;PRATAPA NIRMLA;GD DINAR;;;Unreachable;Inactive;;;;
398;GJO;Central District Area;;;172.31.130.49;2020234193-SFP;;;00:05:59:6A:44:26;TS - WiBAS OSDR TS;Bank Mandiri ATM;Pasar Baru;;;Unreachable;Inactive;;;;
399;GJO;Central District Area;;;172.31.130.62;2021257040-INDOSAT;;;00:05:59:78:7D:B2;TS - WiBAS Connect;;;;;Unreachable;Inactive;;;;
400;GJO;Central District Area;;;172.31.130.64;2021257065-indosat;;;00:05:59:78:90:D6;TS - WiBAS Connect;;-;;;Unreachable;Inactive;;;;
401;GJO;Central District Area;;JKTGJMBI3V225;172.31.130.4;;10 TS;;00:05:59:8F:94:3D;BS - WiBAS OSDR Hub;4V;;;;Unreachable;Dismantle;;;;
402;GJO;Central District Area;;;172.31.130.14;2020215247;;;00:05:59:78:32:94;TS - WiBAS Connect;BANK DANAMON - GROGOL;;;;Unreachable;Inactive;;;;
403;GJO;Central District Area;;;172.31.130.16;2013002861-SFP;;;dup1 00:05:59:5F:25:6A;TS - WiBAS OSDR TS;;;;;Unreachable;Inactive;;;;
404;GJO;Central District Area;;;172.31.130.20;2013004722;;;00:05:59:78:42:20;TS - WiBAS Connect;;;;;Unreachable;Inactive;;;;
405;GJO;Central District Area;;;172.31.130.30;2020226237;;;00:05:59:78:39:42;TS - WiBAS Connect;;;;;Unreachable;Inactive;;;;
406;GJO;Central District Area;;;172.31.130.50;2020215223-DANAMON;;;00:05:59:6A:34:0E;TS - WiBAS OSDR TS;;;;;Unreachable;Inactive;;;;
407;GJO;Central District Area;;;172.31.130.55;BANK-PANIN;;;00:05:59:78:83:D4;TS - WiBAS Connect;;;;;Unreachable;Inactive;;;;
408;GJO;Central District Area;;;172.31.130.65;2020233106;;;dup 00:05:59:78:85:8C;TS - WiBAS Connect;BANK BANTEN;JL.BIAK;;;Unreachable;Inactive;;;;
409;GJO;Central District Area;;;172.31.130.73;2022337937;;;00:05:59:78:43:EC;TS - WiBAS Connect;BANK BTN KK;POS PENGUMBEN JKT BRT;;;Unreachable;Inactive;;;;
410;GJO;Central District Area;;;172.31.130.76;2015001552;;;00:05:59:78:37:9E;TS - WiBAS Connect;;;;;Unreachable;Inactive;;;;
411;GJO;Central District Area;;;172.31.130.84;2024426247;;;00:05:59:78:8F:8C;TS - WiBAS Connect;Bank Danamon ;Grogol;;;Unreachable;Inactive;;;;
412;GJO;Central District Area;;JKTGJMBI4H315;172.31.130.5;;4 TS;;00:05:59:8F:7C:2D;BS - WiBAS OSDR Hub;Histori : 5H; 2H;;;Unreachable;Dismantle;;;;
413;GJO;Central District Area;;;172.31.130.40;2021287977;;;dup 00:05:59:78:44:A0;TS - WiBAS Connect;BANK_SIMAS;GAJAHMADA;;;Unreachable;Inactive;;;;
414;GJO;Central District Area;;;172.31.130.44;2021257041;;;00:05:59:6A:51:96;TS - WiBAS OSDR TS;;;;;Unreachable;Inactive;;;;
415;GJO;Central District Area;;;172.31.130.66;2020226150;;;00:05:59:78:95:2C;TS - WiBAS Connect;IBU_SUGIARTY_TAKIRA;MAYBANK_KCP_JEMBATAN_LIMA;;;Unreachable;Inactive;;;;
416;GJO;Central District Area;;;172.31.130.8;bank-mega-dutaharapan;;;00:05:59:78:80:96;TS - WiBAS Connect;;;;;Unreachable;Inactive;;;;
417;GJO;Central District Area;JKTHST;JKTHSTBI1H045;172.31.130.130;;8 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:69:80:2D;BS - WiBAS OSDR Hub;Altitude : 67;5 M Tilt : -4°;;;Connected;Active;;;;
418;GJO;Central District Area;;;172.31.130.143;2021287398;;7.1.0_2332_R.3.3.2.build_02;00:05:59:6A:2A:5E;TS - WiBAS OSDR TS;Danang;;;;Connected;Active;2214;5 Mbps;<= 5 Mbps;
419;GJO;Central District Area;;;172.31.130.145;2021257071;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:4B:80;TS - WiBAS Connect;BANK MAYAPADA ;PERCETAKAN NEGARA;;;Connected;Active;530;1 Mbps;<= 5 Mbps;
420;GJO;Central District Area;;;172.31.130.147;2009005385;;7.1.0_2332_R.3.3.2.build_02;00:05:59:6A:09:66;TS - WiBAS OSDR TS;;;;;Connected;Active;922;1 Mbps;<= 5 Mbps;
421;GJO;Central District Area;;;172.31.130.148;2021261249-SFP2;;7.1.0_2332_R.3.3.2.build_02;00:05:59:6C:81:52;TS - WiBAS OSDR TS;;;;;Connected;Active;1499;512 Kbps;<= 5 Mbps;
422;GJO;Central District Area;;;172.31.130.150;2020223477-SFP1;;7.1.0_2302_R.3.3.4.build_02;00:05:59:6C:29:FA;TS - WiBAS OSDR TS;;;;;Connected;Active;2768;1 Mbps;<= 5 Mbps;
423;GJO;Central District Area;;;172.31.130.151;2021264990-SFP1;;7.1.0_2302_R.3.3.4.build_02;00:05:59:6A:10:1E;TS - WiBAS OSDR TS;;;;;Connected;Active;899;5 Mbps;<= 5 Mbps;
424;GJO;Central District Area;;;172.31.130.157;2016006171;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3E:06;TS - WiBAS Connect;SHARP INDONESIA;;;;Connected;Active;5444;2 Mbps;<= 5 Mbps;
425;GJO;Central District Area;;;172.31.130.254;2020229362;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:37:C6;TS - WiBAS Connect;SA012516;;;;Connected;Active;1314;512 Kbps;<= 5 Mbps;
426;GJO;Central District Area;;JKTHSTBI2H135;172.31.130.131;;4 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:9D:74:E5;BS - WiBAS OSDR Hub;Altitude : 67;5 M Tilt : -4°;;;Connected;Active;;;;
427;GJO;Central District Area;;;172.31.130.164;2023370309;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:8C:62;TS - WiBAS Connect;BANK CIMB NIAGA TBK;PS INDUK CIPINANG;;;Connected;Active;2906;5 Mbps;<= 5 Mbps;
428;GJO;Central District Area;;;172.31.130.165;2021252754-BANK-BSI-EX-PSR-JATINEGARA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7C:4A;TS - WiBAS Connect;;BALAI-PUSAKA;;;Connected;Active;2583;2 Mbps;<= 5 Mbps;
429;GJO;Central District Area;;;172.31.130.167;2019002941;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:37:A8;TS - WiBAS Connect;BANK BTN;;;;Connected;Active;830;5 Mbps;<= 5 Mbps;
430;GJO;Central District Area;;;172.31.130.173;2014000887;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3D:70;TS - WiBAS Connect;INTI-CAKRAWALA;PISANGANTIMUR-JAKARTATIMUR;;;Connected;Active;3091;3 Mbps;<= 5 Mbps;
431;GJO;Central District Area;;JKTHSTBI3V225;172.31.130.132;;8 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:6A:43:D6;BS - WiBAS OSDR Hub;Altitude : 67;5 M Tilt : -4°;;;Connected;Active;;;;
432;GJO;Central District Area;;;172.31.130.136;2021270662-SFP2;;7.1.0_2332_R.3.3.2.build_02;00:05:59:69:A3:2D;TS - WiBAS OSDR TS;ATM BANK DANAMON;CITY PLAZA JATINEGARA;;;Connected;Active;2283;512 Kbps;<= 5 Mbps;
433;GJO;Central District Area;;;172.31.130.142;2016004447-DKI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:69:85:CD;TS - WiBAS OSDR TS;;;;;Connected;Active;1984;1 Mbps;<= 5 Mbps;
434;GJO;Central District Area;;;172.31.130.183;2021252754;;;00:05:59:78:8E:F6;TS - WiBAS Connect;BSI;;;;Initialization;Inactive;;2 Mbps;<= 5 Mbps;
435;GJO;Central District Area;;;172.31.130.200;BSI-2021287397;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:46:76;TS - WiBAS Connect;;JATINEGARA;;;Connected;Active;2929;2 Mbps;<= 5 Mbps;
436;GJO;Central District Area;;;172.31.130.216;2016008243;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7F:E2;TS - WiBAS Connect;BANK BNI;GRAHA BKKKS SALEMBA;;;Connected;Active;1291;512 Kbps;<= 5 Mbps;
437;GJO;Central District Area;;;172.31.130.219;2012006745;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:92:48;TS - WiBAS Connect;CIMB NIAGA;ATM SPBU 31-13101;;;Connected;Active;230;512 Kbps;<= 5 Mbps;
438;GJO;Central District Area;;;172.31.130.222;2021244470-SFP1;;7.1.0_2332_R.3.3.2.build_02;00:05:59:6A:20:86;TS - WiBAS OSDR TS;BANK NAGARI;;;;Connected;Active;1245;512 Kbps;<= 5 Mbps;
439;GJO;Central District Area;;;172.31.130.227;2020226057;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7A:B0;TS - WiBAS Connect;;;;;Connected;Active;1453;3 Mbps;<= 5 Mbps;
440;GJO;Central District Area;;JKTHSTBI4V315;172.31.130.133;;6 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:69:9A:1D;BS - WiBAS OSDR Hub;Altitude : 67;5 M Tilt : -4°;;;Connected;Active;;;;
441;GJO;Central District Area;;;172.31.130.212;2021257067;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:8E:BA;TS - WiBAS Connect;;;;;Connected;Active;2653;1 Mbps;<= 5 Mbps;
442;GJO;Central District Area;;;172.31.130.218;2021257047;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3A:E6;TS - WiBAS Connect;;;;;Connected;Active;3022;1 Mbps;<= 5 Mbps;
443;GJO;Central District Area;;;172.31.130.220;2013004788;;;00:05:59:78:90:C2;TS - WiBAS Connect;;;;;Ranging;Inactive;;512 Kbps;<= 5 Mbps;
444;GJO;Central District Area;;;172.31.130.225;2018011188;;6.6.0_2302_R.1.13.6.build_02;00:05:59:6A:41:A6;TS - WiBAS OSDR TS;;;;;Connected;Active;4936;512 Kbps;<= 5 Mbps;
445;GJO;Central District Area;;;172.31.130.228;2024424357;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:80:BE;TS - WiBAS Connect;;INDOSAT_IOH_BNI;;;Connected;Active;4913;10 Mbps;5 Mb < SR < 10 Mb;
446;GJO;Central District Area;;;172.31.130.238;2021257068;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3C:E4;TS - WiBAS Connect;8,81E+16;ALFAMART KAWI BAWAH;;;Connected;Active;1637;1 Mbps;<= 5 Mbps;
447;GJO;Central District Area;JKTMNC;JKTMNCBI1V045;172.31.135.2;;2 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:69:AB:ED;BS - WiBAS OSDR Hub;Altitude : 129 Mdpt; Tilt : -4°;-6.184064;106.831195;Connected;Active;;;;
448;GJO;Central District Area;;;172.31.135.15;2021257045;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3F:00;TS - WiBAS Connect;ALFAMART-keramat;;;;Connected;Active;2353;1 Mbps;<= 5 Mbps;
449;GJO;Central District Area;;;172.31.135.18;2015001428-SFP2;;;00:05:59:6A:92:96;TS - WiBAS OSDR TS;ATM MANDIRI;;;;Initialization;Inactive;;512 Kbps;<= 5 Mbps;
450;GJO;Central District Area;;JKTMNCBI2V135;172.31.135.3;;2 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:69:A9:45;BS - WiBAS OSDR Hub;Altitude : 129 Mdpt; Tilt : -4°;-6.184064;106.831195;Connected;Active;;;;
451;GJO;Central District Area;;;172.31.135.34;2024431318;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:88:B6;TS - WiBAS Connect;Bank Sinarmas;Grand Mansion;;;Connected;Active;2629;512 Kbps;<= 5 Mbps;
452;GJO;Central District Area;;;172.31.135.35;202127300;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:88:52;TS - WiBAS Connect;;BANK MANDIRI;;;Connected;Active;2307;512 Kbps;<= 5 Mbps;
453;GJO;Central District Area;;JKTMNCBI3H225;172.31.135.4;;2 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:9D:6C:4D;BS - WiBAS OSDR Hub;Altitude : 129 Mdpt; Tilt : -4°;-6.184064;106.831195;Connected;Active;;;;
454;GJO;Central District Area;;;172.31.135.71;2016010868-SFP2;;7.1.0_2332_R.3.3.2.build_02;00:05:59:69:C0:8D;TS - WiBAS OSDR TS;;Pasar Tanah Abang Blok B;;;Connected;Active;1822;512 Kbps;<= 5 Mbps;
455;GJO;Central District Area;;;172.31.135.74;(MAIN LINK DEDICATED);;6.6.0_2302_R.1.13.6.build_02;00:05:59:69:76:05;TS - WiBAS OSDR TS;;;;;Connected;Active;2145;3 Mbps;<= 5 Mbps;
456;GJO;Central District Area;;JKTMNCBI4H315;172.31.135.5;;5 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:5E:DF:6A;BS - WiBAS OSDR Hub;Altitude : 129 Mdpt; Tilt : -4°;-6.184064;106.831195;Connected;Active;;;;
457;GJO;Central District Area;;;172.31.135.105;2016005330;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:45:72;TS - WiBAS Connect;;PLPPNPI GAMBIR;;;Connected;Active;1038;2 Mbps;<= 5 Mbps;
458;GJO;Central District Area;;;172.31.135.108;2014005873BANKJTRUST;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:35:E6;TS - WiBAS Connect;;gajahmada;;;Connected;Active;2722;5 mbps;<= 5 Mbps;
459;GJO;Central District Area;;;172.31.135.110;2018009471;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:38:66;TS - WiBAS Connect;;;;;Connected;Active;692;2 Mbps;<= 5 Mbps;
